time,flux,flux_err,cadenceno,sap_flux,kspsap_flux,kspsap_flux_err,quality,orbitid,sap_x,sap_y,sap_bkg,sap_bkg_err,kspsap_flux_sml,kspsap_flux_lag
2501.3179378236164,0.9984037,0.0029075686,183435,1.000866,0.9984037,0.0029075686,0,0,292.43497,381.17813,433.17,560.98,0.9984322,0.99882585
2501.3248829461586,1.0014771,0.0029075686,183436,1.0036808,1.0014771,0.0029075686,0,0,292.4341,381.18054,198.13,570.51,1.0004095,1.0021125
2501.3318280686995,0.99976707,0.0029075686,183437,1.0017011,0.99976707,0.0029075686,0,0,292.4356,381.1753,418.73,596.21,1.0008789,0.9989814
2501.338773191029,1.0035294,0.0029075686,183438,1.0052037,1.0035294,0.0029075686,0,0,292.43472,381.17715,388.87,647.38,1.0022148,1.0034143
2501.3457183131545,0.99616164,0.0029075686,183439,0.9975588,0.99616164,0.0029075686,0,0,292.43597,381.17633,445.69,595.32,0.99714017,0.9938548
2501.352663435282,0.9975569,0.0029075686,183440,0.9986908,0.9975569,0.0029075686,0,0,292.43597,381.1802,345.53,719.67,0.9987149,0.99519104
2501.35960855741,0.99805623,0.0029075686,183441,0.99892557,0.99805623,0.0029075686,0,0,292.43652,381.17926,343.54,473.64,0.99899095,0.9973952
2501.366553679536,0.9963083,0.0029075686,183442,0.9969118,0.9963083,0.0029075686,0,0,292.43256,381.17746,468.35,629.62,0.9979639,0.99534893
2501.373498801663,1.0047083,0.0029075686,183443,1.0050507,1.0047083,0.0029075686,0,0,292.43515,381.1782,496.26,466.23,1.0024362,1.0056006
2501.3804439235764,0.9949902,0.0029075686,183444,0.9950663,0.9949902,0.0029075686,0,0,292.43506,381.17856,615.21,723.41,0.99800146,0.99338174
